DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2011,91.29,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2012,84.34,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2013,83.33,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2014,82.89,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2015,84.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2016,85.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2017,87.09,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2018,88.72,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2019,90.11,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2020,78.70,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2021,82.49,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2022,87.90,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2023,90.46,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,PT,2024,91.59,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2006,100.97,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2007,98.23,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2008,101.54,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2009,92.46,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2010,93.64,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2011,95.88,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2012,95.99,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2013,91.92,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2014,91.42,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2015,92.10,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2016,93.73,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2017,98.33,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2018,99.45,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2019,100.64,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2020,99.19,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2021,106.96,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2022,101.27,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2023,98.27,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RO,2024,98.46,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2006,100.51,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2007,106.93,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2008,98.09,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2009,88.28,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2010,93.71,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2011,97.17,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2012,89.95,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2013,87.75,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2014,82.50,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2015,84.60,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2016,88.59,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2017,90.41,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2018,91.25,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2019,90.77,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2020,93.59,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2021,99.83,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2022,102.60,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2023,101.10,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,RS,2024,101.39,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2006,100.11,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2007,100.33,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2008,98.60,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2009,95.77,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2010,102.27,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2011,97.96,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2012,98.47,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2013,96.65,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2014,94.20,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2015,96.01,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2016,97.36,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2017,96.95,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2018,96.52,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2019,95.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2020,92.11,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2021,95.63,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2022,93.03,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2023,93.23,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SE,2024,95.47,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2006,99.79,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2007,100.25,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2008,107.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2009,94.78,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2010,98.73,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2011,98.35,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2012,95.76,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2013,93.71,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2014,89.90,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2015,91.97,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2016,95.31,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2017,96.73,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2018,96.81,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2019,94.88,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2020,85.98,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2021,92.15,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2022,92.15,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2023,87.30,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SI,2024,89.44,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2006,97.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2007,98.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2008,101.46,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2009,92.90,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2010,106.58,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2011,100.04,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2012,95.64,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2013,97.20,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2014,87.62,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2015,91.64,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2016,95.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2017,101.32,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2018,100.06,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2019,98.16,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2020,91.83,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2021,100.20,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2022,94.47,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2023,87.17,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,SK,2024,85.78,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2006,109.34,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2007,115.79,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2008,111.65,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2009,110.57,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2010,115.90,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2011,123.89,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2012,128.63,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2013,127.54,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2014,133.96,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2015,145.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2016,150.51,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2017,167.06,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2018,164.45,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2019,166.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2020,165.27,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2021,180.45,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2022,179.99,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,TR,2023,184.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2005,100.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2006,103.31,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2007,107.71,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2008,118.93,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2009,121.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2010,123.03,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2011,130.72,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2012,126.16,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2013,121.05,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2014,126.02,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2015,137.40,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2016,146.91,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2017,155.59,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2018,150.69,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2019,155.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2020,156.08,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2021,169.88,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2022,152.36,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,I05,XK,2023,156.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2005,1.90,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2006,1.73,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2007,1.69,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2008,1.77,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2009,1.86,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2010,1.92,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2011,1.97,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2012,1.81,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2013,1.98,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2014,2.07,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2015,1.96,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2016,1.91,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2017,2.09,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2018,2.14,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2019,2.07,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2020,1.86,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2021,2.03,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2022,2.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AL,2023,1.94,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2005,26.29,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2006,26.37,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2007,25.95,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2008,25.98,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2009,25.17,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2010,26.47,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2011,25.62,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2012,25.69,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2013,26.24,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2014,25.18,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2015,25.92,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2016,26.59,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2017,26.94,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2018,26.54,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2019,26.82,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2020,24.93,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2021,26.41,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2022,25.31,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2023,24.62,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,AT,2024,24.38,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2014,3.11,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2015,3.32,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2016,3.55,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2017,3.51,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2018,4.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2019,4.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2020,4.03,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2021,4.32,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2022,4.32,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BA,2023,4.17,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2005,35.36,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2006,34.94,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2007,33.83,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2008,35.30,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2009,34.21,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2010,36.76,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2011,34.00,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2012,34.30,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2013,35.25,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2014,32.84,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2015,34.53,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2016,34.76,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2017,34.44,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2018,34.73,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2019,34.03,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2020,32.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2021,34.60,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2022,32.02,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2023,31.50,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BE,2024,32.29,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2005,9.77,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2006,10.11,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2007,9.98,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2008,9.81,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2009,8.59,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2010,8.83,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2011,9.25,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2012,9.22,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2013,8.78,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2014,8.99,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2015,9.49,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2016,9.65,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2017,9.90,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2018,9.92,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2019,9.85,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2020,9.53,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2021,10.20,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2022,9.92,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2023,9.67,,
ESTAT:NRG_IND_EFF(1.0),13/02/26 23:00:00,A,FEC_EED,MTOE,BG,2024,9.89,,
